"entropy","lumpiness","stability","hurst","trend","spikiness","linearity","curvature","e_acf1","y_acf1","diff1y_acf1","diff2y_acf1","y_pacf5","diff1y_pacf5","diff2y_pacf5","nonlinearity","lmres_acf1","ur_pp","ur_kpss","N","y_acf5","diff1y_acf5","diff2y_acf5","alpha","beta"
0.683497657455953,0.0399546233820167,0.976978368533345,0.984992566040397,0.985037145834226,1.31587544091118e-06,4.45991037255948,0.705482536146542,-0.0603430296741932,0.833226654734018,-0.0161338159119442,-0.158582396321772,0.731771844737172,0.467809938416906,0.78726674662512,0.0978867611162022,0.437370245188975,1.60022444698407,0.210702707929957,22,1.83657277454208,0.436350584823282,0.600839226086238,0.135037673547759,0.135037673397943
0.711193884594802,0.0790042727822758,0.894255106767975,0.987565059747971,0.988631443121154,1.53775065043132e-06,4.47231370938923,0.613149138918628,0.272472398771379,0.906064380531654,0.28997786903079,-0.234095654271888,0.913482959346606,0.368578451818129,0.308741176937979,8.03078489693504,0.72996604676536,-0.331484959729287,0.168175577820038,23,2.19296411867313,0.252376844518736,0.37553426060274,0.99989995844442,0.543714833795018
0.71594494227486,0.0160231142681302,0.857564169654497,0.986974444003877,0.988952632177992,1.13248467441102e-06,4.59754888178808,0.694528860351766,0.171942269664957,0.868782268335294,0.085561230931686,-0.0578027348955441,0.800351942860125,0.363300075325652,0.402770933653078,1.87585478181386,0.672346189489546,0.761913821483344,0.203610991110467,23,1.95916715403442,0.374431595467739,0.463100154214607,0.44138629211507,0.13545017039301
0.761469292273907,0.00201241441330447,1.31884441977018,0.981880506726781,0.957394881362662,8.96411875266111e-06,4.48121696905057,0.0734893395696219,-0.395970478496368,0.824286059410143,-0.602793241178737,-0.736617172994907,0.802914193795599,0.408285491293104,0.754702446216487,1.06354892512846,0.0139556591127118,0.00665473602348454,0.0865467761988967,23,2.04932977839353,0.480717602673503,0.705171222835023,0.000100089286829681,0.000100088583623995
0.628280885449247,0.00111996530676746,0.445571614672535,0.992689033679947,0.973188149626922,1.80401381002485e-06,5.76604804137857,1.21117885987797,0.0112697338377469,0.928170894153419,-0.179725865602702,-0.401294399255404,0.921104918634529,0.0870958018845516,0.251430985924398,2.42522203592969,0.664191007470804,-0.426695212601058,0.202028154950664,39,2.87271433167357,0.097635609473176,0.199638355443142,0.677477567897775,0.0326474989953072
0.707956698866038,0.00774285950251153,0.578471552178668,0.985972664712227,0.97505174625457,3.30504317655497e-06,4.74505718364556,0.747563466494008,-0.385361144087499,0.839546139352763,-0.560361991358061,-0.72372407416297,0.751668748539387,0.398143189017062,1.04840153986084,0.29465501854566,0.344410878396266,0.664898414234826,0.203477582055273,25,1.93440951296682,0.345260890741526,0.619392800153282,0.141399669735826,0.14134033456525
0.869712547429881,0,0,0.943052353003395,0.975055118387425,4.95052120063552e-06,2.94175082236303,0.391387607292975,0.0868440181199883,0.681590662082204,0.131250635560167,-0.332854781890977,0.549747203771046,0.225313288205077,0.599201943434056,2.9510715100096,0.352629495774623,1.32429333461399,0.145025177026869,10,0.626652153900036,0.212635365646302,0.333909177971283,0.000100005065654551,0.000100001229393162
0.896802694905681,0,0,0.948777149550033,0.977835719777369,2.39295775827474e-06,3.10921739550664,-0.360254312929847,0.2201971220455,0.645047259308374,0.201900879456372,-0.256296923731058,0.467036431757037,0.221012495455434,0.271947832531556,10.6725522753982,0.467511707735001,-0.954636595010857,0.123483780852107,11,0.585171219543875,0.192000694287317,0.32806179152789,0.000100010195639261,0.000100000460412176
0.890291288966982,0,0,0.930917659153474,0.983094010686153,5.08977941574398e-06,2.74346138179427,0.38109565787148,0.198237445611861,0.64327474982932,0.159442267382847,-0.506527032504165,0.529716266531139,0.276145370365284,0.645538016338665,2.43901258474095,0.474993468555445,1.21158383315915,0.133393692004966,9,0.635151768534928,0.272272991092704,0.526921732743855,0.999899938479831,0.000100000756419911
0.694814307427786,0.0187867814694131,1.05247748888937,0.98725481987063,0.955748853224389,8.44248949022732e-06,4.69664592931435,-1.57077353319642,0.445494857644808,0.874001393269216,0.262898483741311,-0.329680712386097,0.778792224341366,0.165890736328265,0.332815900562536,2.0625552404479,0.845129914722737,-2.44964959777678,0.177990693018755,30,2.13092475705749,0.178967678658839,0.277456451485363,0.973443874814593,0.000100023881744666
