"entropy","lumpiness","stability","hurst","trend","spikiness","linearity","curvature","e_acf1","y_acf1","diff1y_acf1","diff2y_acf1","y_pacf5","diff1y_pacf5","diff2y_pacf5","nonlinearity","lmres_acf1","ur_pp","ur_kpss","N","y_acf5","diff1y_acf5","diff2y_acf5","alpha","beta"
0.772934968339754,0,0,0.971050906298592,0.995039356286257,2.37342333243145e-07,3.58302626116642,0.423829972797285,0.412423608405893,0.762318201695,0.597423602135833,-0.00481332162413752,0.615234718099862,0.548342598333017,0.230194450074765,2.12440536223769,0.481900135317504,1.32929917889086,0.149592540206057,14,1.02301519257141,0.421377366092947,0.147315371023652,0.999886889395569,0.999886874123215
0.837497364594809,0,0,0.947306461822683,0.86879337090215,0.000178744493502277,2.05311086302288,-2.08446992529352,0.324031557647841,0.750787212798334,0.239969120575725,-0.398246929053984,0.809324139585194,0.156580533043603,0.307415890942185,1.99871020021108,0.72278359143643,-3.73539831721723,0.14614045893933,14,0.985560079175075,0.133851671986297,0.239467385622652,0.999899923430898,0.217101341547506
0.825035151414191,0,0,0.948633865846916,0.864829738339362,0.000193307853949301,1.75175115021029,-2.25678244114624,0.457118312874995,0.768730971061001,0.446125137055438,-0.211798893145149,0.917306166808617,0.370830534935293,0.171704776632694,1.4496639178228,0.764583365869853,-3.97859043684357,0.144999800360374,14,1.07989803288617,0.360998833437927,0.168306266463244,0.999899940796276,0.505412227061645
0.854425040496056,0,0,0.948668976540319,0.853444741847274,0.000368053336845533,2.87416793282261,-1.25333642816022,0.280747059063167,0.692148231820685,0.111127330830965,-0.329776366542713,0.579982809734127,0.310747744013553,0.387214657422599,5.93940010301807,0.632263825145848,-2.51691098762009,0.125359161427788,14,0.725913674738844,0.270995283990488,0.412803643048984,0.983832020902645,0.000100000920841529
0.898830735619766,0,0,0.854557395788951,0.585833930814502,0.00127111354330448,-0.765102461240602,-1.76857133288213,0.192166265915802,0.608520269928759,-0.0160068777279752,-0.445592094722204,0.501917500193839,0.0353396409120145,0.325953729885182,8.10433255848137,0.50306970295271,-5.72199637109373,0.114946890459122,14,0.647623032182802,0.0319289304841563,0.203543959847464,0.937385989838144,0.000100008113367638
0.797752926856074,0,0,0.964261694980422,0.963776983987924,2.16835052683273e-05,3.55646978915592,-0.573905338914715,0.181024439105587,0.701152846945595,0.0966636453704245,-0.296063241485059,0.510005714375081,0.0947598217114763,0.398418681111087,0.0855712728358343,0.379104801411598,-1.92850601957151,0.131594692097634,14,0.832044047285571,0.115241059876472,0.201818540784988,0.671457983491845,0.000100004646840481
0.881408804669077,0,0,0.938779062125319,0.808091232692599,0.000766637258749802,3.27868881552462,-0.320495384398114,0.145666720141599,0.636282238577237,-0.11082080338149,-0.349346415087994,0.457409539414799,0.414326827278047,0.585244450688897,9.96051028626696,0.181594667011015,-2.61420031420291,0.0902057630012486,14,0.690571463019772,0.251270947087293,0.254100238884076,0.0348167278778519,0.034816720880904
0.829562400859509,0,0,0.956334126519047,0.951277819279327,4.62053863667326e-05,3.20295279923948,1.33365201644722,0.0149325439978596,0.660056236218761,0.131113052864351,-0.457390100517605,0.557441675537857,0.188471756193787,0.720352586783537,1.93106190631101,0.504722716947266,3.66883932348208,0.159288643218401,14,0.615257838091687,0.142037434528518,0.558764899363056,0.477923992276637,0.470511800488547
0.872614213419508,0,0,0.937466778758172,0.804396751089485,0.000807723497895149,2.25664653925532,-1.75951008409211,0.355981808658398,0.699615000615037,0.184738621007395,-0.322939495256324,0.662122412270931,0.292406477562947,0.415905861727225,2.65465960800392,0.694199936829222,-3.90271418433243,0.132569600935904,14,0.799139181740324,0.260219030594037,0.507353973347851,0.991051649442954,0.000100003182123302
0.768108587679918,0,0,0.973835052722605,0.994612895140024,2.69806687889847e-07,3.51184518573037,0.0436425415634067,0.282719722693179,0.822236785181542,0.124054895691259,-0.28962386942448,0.771504352997344,0.282063954219469,0.477187968246174,5.32600263383085,0.428446387849522,-0.0687401551784871,0.0970839712226868,14,1.27141566883145,0.279175843147297,0.49317801524674,0.0179243474652946,0.00010000066510405
